rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/zero_dark_thirty,Sean Axmaker,False,Parallax View,Fresh,,2013-03-23,"The direction by Kathryn Bigelow, who won Oscars for Best Film and Best Director in her previous film ""The Hurt Locker,"" is fierce and focused..."
m/zero_dark_thirty,Jeremy Lebens,False,We Got This Covered,Fresh,4.5/5,2013-03-31,Kathryn Bigelow's Zero Dark Thirty is a grueling masterpiece that captures the hunt for bin Laden with a daunting amount of realism and efficiency.
m/zero_dark_thirty,Marc Fennell,False,Triple J,Fresh,4/5,2013-04-08,"A film of infectious urgency, questionable accuracy, murky morality and undeniable emotional and intellectual power"
m/zero_dark_thirty,Bill Gibron,False,Film Racket,Fresh,4.5/5,2013-04-14,a brilliant high tech treatment of the subject and the classified nature of the disclosures
m/zero_dark_thirty,Bruce Bennett,False,"Spectrum (St. George, Utah)",Fresh,A-,2013-04-23,"Unsettling and unforgettable...challenges the justifications of war's ugly atrocities, without resorting to jingoistic platitudes."
m/zero_dark_thirty,Philip Martin,False,Arkansas Democrat-Gazette,Fresh,92/100,2013-04-27,"...a somber, black-winged benediction for what we might count as a lost decade."
m/zero_dark_thirty,Al Alexander,False,The Patriot Ledger,Fresh,B+,2013-05-13,"It provides a much needed catharsis for what was done to nearly 3,000 innocent Americans at the behest of a mass-murdering religious zealot."
m/zero_dark_thirty,Carla Meyer,False,Sacramento Bee,Fresh,4/4,2013-05-28,"""Zero Dark Thirty"" shows guts in taking on loaded subject matter and filmmaking confidence and skill in not telling us how we should feel about it."
m/zero_dark_thirty,Elias Savada,False,Film Threat,Fresh,4.5/5,2013-06-06,"Zero Dark Thirty is truly one of the best films of 2012. In my list, it is the best..."
m/zero_dark_thirty,David Thomson,True,The New Republic,Fresh,,2013-06-13,"If you like World War II films, you'll enjoy this."
m/zero_dark_thirty,Will Leitch,False,Deadspin,Fresh,A,2013-06-23,"A historical timeline, a pulsating thriller, a moving character study and a true-life violent revenge story, all in one, told in a sweating, oppressive, strangling fashion."
m/zero_dark_thirty,Eric D. Snider,False,EricDSnider.com,Fresh,B+,2013-07-13,"Even without getting a Hollywood makeover, the story has inherent drama, suspense, and thrills, which Bigelow lets arise naturally."
m/zero_dark_thirty,Glenn Dunks,False,Trespass,Fresh,,2013-09-08,"The film, much like it's heroine played by Jessica Chastain (The Help), is steely-resolved with eyes only for the task at hand."
m/zero_dark_thirty,Sean Burns,False,Philadelphia Weekly,Fresh,,2015-04-28,Hell of a thing to be on the edge of your seat when everybody in the world already knows the ending.
m/zero_dark_thirty,David Nusair,False,Reel Film Reviews,Rotten,2/4,2016-02-29,...a rather disappointing misfire from an otherwise above-average filmmaker.
m/zero_dark_thirty,Christopher Lawrence,False,Las Vegas Review-Journal,Fresh,A,2016-04-06,"As grueling as parts of it are, though, you may not love it. You may not even like it. But, regardless of your politics, you're all but guaranteed to appreciate it."
m/zero_dark_thirty,Jay Stone,False,Canada.com,Fresh,4/5,2016-04-06,"Bigelow pulls us into the twilight world of terrorism, betrayal and the sudden shock of violence and it's a tribute to her art that we're on the edge of our seats even though we know how it all turns out."
m/zero_dark_thirty,John Anderson,False,America Magazine,Fresh,,2016-04-06,"Zero Dark Thirty is a magnificent movie, if we ignore the moral ambiguities. But can we?"
m/zero_dark_thirty,Stephen Rebello,False,Playboy Online,Fresh,,2016-04-06,The movie stays clear of jingoistic grandstanding or chest-beating. But the people who've made it have every reason to crow; this is by a mile one of the very best movies of the year.
m/zero_dark_thirty,Eileen Jones,False,Not Safe For Work Corporation,Rotten,,2016-04-06,"It's one of the hammiest films I've seen in recent memory, full of those big phony ""moments"" when the whole room stops so someone can say his or her big line and get a big contrived reaction."
m/zero_dark_thirty,Michael Atkinson,False,In These Times,Rotten,,2016-04-13,"As polished as a gun barrel, and about as complicated."
m/zero_dark_thirty,J. Olson,False,Cinemixtape,Fresh,3/5,2016-04-17,"Minimalism is a valid creative choice, but in this case, it renders an extraordinary story very ordinary. And the real-life heroes, flaws and all, were anything but."
m/zero_dark_thirty,Kong Rithdee,False,Bangkok Post,Fresh,,2016-05-10,"There's hardly a dull moment in Zero Dark Thirty. Kathryn Bigelow's Oscar hopeful... is a skin-tight, effective procedural with a maddening focus on the CIA's decade-long manhunt of the elusive bin Laden."
m/zero_dark_thirty,Jason Bailey,False,Flavorwire,Fresh,,2016-06-21,"A great American film: complicated, nuanced, searching, piercing, difficult - and yet thrilling and satisfying all the same."
m/zero_dark_thirty,Sonny Bunch,False,Washington Free Beacon,Fresh,4/4,2016-07-14,"Chastain dominates the screen, her character evolving from nervous but willing to domineering and demanding."
m/zero_dark_thirty,John Powers,False,Vogue,Fresh,,2017-07-13,"As Maya, she (Chastain) pulls off the tricky feat of making us follow, and connect to, a smart, driven woman who's neither particularly likable or unlikable -- her whole being is inseparable from her job."
m/zero_dark_thirty,Anna Smith,False,Metro (UK),Fresh,4/5,2017-09-01,This doesn't zip along in the manner of typical Hollywood entertainment but it's memorable cinema with a finale that will stay with you long after viewing.
m/zero_dark_thirty,Candice Frederick,False,Reel Talk Online,Fresh,A-,2017-09-07,"... it is Chastain's performance, as restrained as it is powerful, that may just be the cherry atop this massive and meticulous film."
m/zero_dark_thirty,Michelle Orange,False,Capital New York,Rotten,,2017-09-11,"... even good stories don't tell themselves, especially not if they aim to be great."
m/zero_dark_thirty,Sarah Marrs,False,Cinesnark,Rotten,,2017-10-23,"The real problem with ZDT lies not in Bigelow's direction, but in Boal's script-there are no characters. There are just walking exposition dumps, people who enter and exit to spout the necessary information in order advance the plot."
m/zero_dark_thirty,Ignatiy Vishnevetsky,False,MUBI,Rotten,,2018-01-09,"Stripped of the extra-textual baggage so central to the interpretation, what does Zero Dark Thirty amount to? A film about a system which is created to avenge an attack but whose primary purpose becomes self-justification and then self-perpetuation."
m/zero_dark_thirty,Stuart Klawans,False,The Nation,Rotten,,2018-01-09,Bigelow has reunited with Boal but stuck herself again with a lifeless screenplay-and a lead actress to go with it.
m/zero_dark_thirty,Kiko Martinez,False,San Antonio Current,Fresh,A-,2018-01-26,The final mission is mesmerizing.
m/zero_dark_thirty,Steve Erickson,False,Gay City News,Fresh,,2018-02-22,"""Zero Dark Thirty"" is too nuanced to be propaganda of any stripe... That said, the inescapable conclusion is that Bigelow has placed her enormous talent on the wrong side of history."
m/zero_dark_thirty,Leigh Paatsch,False,Herald Sun (Australia),Fresh,4.5/5,2018-06-29,"From the makers of The Hurt Locker, a searing, challenging factual drama all about looking for a needle in a haystack."
m/zero_dark_thirty,Sarah Gopaul,False,Digital Journal,Fresh,,2018-10-22,"So it's unlikely Zero Dark Thirty is a tell-all about the events that led to the death of Osama Bin Laden. But it is a well-made, captivating, intense procedural about some of the key events that led to his discovery."
m/zero_dark_thirty,David Phelps,False,MUBI,Rotten,,2018-10-26,"Zero Dark Thirty's outward apolitics ensures there can never be a right reading of it, that it will remain critical silly-putty for the self-righteous, a calculatingly ambiguous object for unambiguous perspectives."
m/zero_dark_thirty,Jennifer Heaton,False,Alternative Lens,Fresh,10/10,2018-11-01,Zero Dark Thirty is an emotional thrill ride; a film that shows you what it wants you to see and lets you decide your moral stance.
m/zero_dark_thirty,Kelly Jane Torrance,False,Washington Examiner,Fresh,2.5/4,2018-12-18,"There is a fair amount of information here, and some exciting moments, too, even though we all know how this story ends."
m/zero_dark_thirty,Nathalia Aryani,False,San Diego Entertainer,Fresh,,2019-01-19,"While the film feels cold, it has a real sense of unpredictability and danger, without any glorification or glamorization."
m/zero_dark_thirty,PJ Nabarro,False,Patrick Nabarro,Fresh,4/5,2019-01-27,"A restrained, world-weary impression of the various American attempts (from torture, interrogation, surveillance, and the final hi-tech marine raid) to track down bin Laden."
m/zero_dark_thirty,Abbie Bernstein,False,Assignment X,Fresh,A-,2019-01-30,There's no show-boating or wasted time here -- this is a case where well-researched art makes us believe we're watching something that is true.
m/zero_dark_thirty,Daniel Green,False,CineVue,Fresh,4/5,2019-02-08,"What it does succeed in doing, however, is capturing the melancholy, tension and uncertainty of one of America's most difficult decades."
m/zero_dark_thirty,Molly Templeton,False,Eugene Weekly (OR),Fresh,,2019-02-26,"The story [Kathryn] Bigelow and [Mark] Boal tell is an ugly one, brutal, disconnected, horribly human, but what makes the film such an exceptional piece of work is the way they center it in the quietest moments:"
m/zero_dark_thirty,Micheal Compton,False,Bowling Green Daily News,Fresh,,2019-04-11,"A superb political thriller, anchored by outstanding work from Jessica Chastain. In a year that featured some outstanding films with political themes, such as ""Argo"" and ""Lincoln,"" this is the best of the bunch."
m/zero_dark_thirty,Matthew Lucas,False,"The Dispatch (Lexington, NC)",Fresh,3.5/4,2019-06-08,"This is crackerjack filmmaking, at once thrilling and deeply felt, a gripping CIA procedural that shows us what great movies are all about."
m/zero_dark_thirty,Leslie Combemale,False,Cinema Siren,Fresh,,2019-07-30,"[Jason Clarke] carries a sweetness and retained humanity that strikes the viewer, and breaks our hearts even as we flinch."
m/zero_dark_thirty,Scott Marks,True,San Diego Reader,Fresh,3/5,2019-10-28,"When it comes to establishing and maintaining tension, there wasn't a better American genre picture released this year. Refrain from viewing it as historical record and you won't leave disappointed."
m/zero_dark_thirty,JoAnn Wypijewski,False,The Nation,Rotten,,2019-10-28,They do not excuse or glorify torture; they do something worse: they draw the audience into accommodating it.
m/zero_dark_thirty,David Harris,False,Spectrum Culture,Fresh,3.8/5,2019-11-19,Both fascinating and maddeningly frustrating.
m/zero_dark_thirty,Katie Smith-Wong,False,Musings of Guitargalchina,Fresh,5/5,2019-11-26,"[Bigelow's] direction... delivers an intensity rarely seen in today's cinema and as the dramatisation plays out to its emotional and thrilling climax, you cannot help but feel a sense of true accomplishment in front and behind the camera."
m/zero_dark_thirty,Debbie Lynn Elias,False,Behind The Lens,Fresh,,2019-11-27,[Kathryn] Bigelow and [Mark] Boal have done it again. A film destined to become as much a part of the fabric of America as the hunt for Osama bin Laden itself...
m/zero_dark_thirty,Sarah Boslaugh,False,TheArtsStl,Fresh,8/10,2019-12-30,Jessica Chastain acts the hell out of an epic role based on the real woman who tracked down Osama bin Laden ...
m/zero_dark_thirty,Sara Michelle Fetters,False,MovieFreak.com,Fresh,4/4,2020-04-26,[Zero Dark Thirty] is one of the great cinematic procedurals ever made.
m/zero_dark_thirty,Yasser Medina,False,Cinemaficionados,Fresh,8/10,2020-06-25,Is a very intense dramatic thriller that can be classified as one of the best of its genre. [Full review in Spanish]
m/zero_dark_thirty,CJ Sheu,False,Review Film Review,Rotten,,2020-07-01,[T]he mix of technical mastery and conscious hollowness that left such a deep impression on me.
m/zero_dark_thirty,Richard Propes,False,TheIndependentCritic.com,Fresh,3.5/4,2020-09-27,It very likely says quite a bit about Kathryn Bigelow's Zero Dark Thirty that the CIA has felt compelled to publicly disparage the film's accuracy.
m/zero_dark_thirty,Film Companion Staff,False,Film Companion,Fresh,,2020-10-27,"Kathryn Bigelow's expansive drama follows the decade-long international manhunt for Osama bin Laden, from the events of 9/11 to his eventual death at the hands of US Marines."
m/zero_days,Peter Bradshaw,True,Guardian,Fresh,4/5,2016-02-17,"Zero Days is an intriguing, disturbing watch."
m/zero_days,Boyd van Hoeij,True,Hollywood Reporter,Rotten,,2016-02-17,"Because it wants to be a primer on a serious subject, an exciting cinematic expos and an argument for more openness and some kind of regulatory framework, the necessities of these different strands end up getting in each other's way."
m/zero_days,Jonathan Romney,False,Screen International,Fresh,,2016-02-17,A must-see for anyone interested in how cybertech is changing politics; even if a more cool-headed analysis would be welcome in this informationally cluttered film.
m/zero_days,Peter Debruge,True,Variety,Fresh,,2016-02-17,"While most people weren't looking, America went and changed the rules of engagement, and with ""Zero Days,"" Gibney urgently suggests how little time the world has to clarify its stand before the wrong party goes too far."
m/zero_days,Tim Robey,True,Daily Telegraph (UK),Fresh,3/5,2016-02-18,"As with We Steal Secrets, his 2013 Edward Snowden doc, the secrecy of this topic gives Gibney a cool, throbbing, spy-thriller aesthetic to paint with, and he trots through everything he can tell us with typical, value-for-money intelligence."
m/zero_days,Giovanni Marchini Camia,False,The Film Stage,Fresh,A-,2016-02-19,"[Gibney] handles this expansive, technically complex, and ethically abstract subject matter with remarkable cogency."
m/zero_days,Stefan Pape,False,HeyUGuys,Fresh,3/5,2016-02-19,"Another fine offering from this prolific filmmaker, who hasn't shown any signs of slowing down. We certainly aren't complaining."
m/zero_days,David Sexton,True,London Evening Standard,Fresh,4/5,2016-02-21,"When you see a documentary as significant and as forcefully made as this, you wonder what you are doing watching any but the best dramas."
m/zero_days,Jessica Kiang,False,The Playlist,Fresh,B+,2016-02-21,"""Zero Days"" may be an investigation of the 2010 malware worm known as Stuxnet, but it does a much broader and more important job: relating the airless, abstract concepts of cyber-terrorism and internet espionage to their real-world consequences."
m/zero_days,Nicholas Barber,True,BBC.com,Fresh,4/5,2016-02-23,"It is still chilling to hear that computer viruses can now cause ""real-world physical damage"" on a scale that experts would have laughed off as 'Hollywood-esque' just a decade ago."
m/zero_days,Alissa Wilkinson,False,Christianity Today,Fresh,,2016-03-30,Terrifying and essential ...
m/zero_days,Cynthia Fuchs,False,PopMatters,Fresh,8/10,2016-06-30,"[Gibney] takes up the strategies he's used so skillfully in Taxi to the Dark Side... These back-and-forths are fun and energetic, the stories they reveal at once transfixing, preposterous, and melodramatic."
m/zero_days,Sherilyn Connelly,False,SF Weekly,Fresh,,2016-07-06,"Zero Days doesn't offer any answers, or even hope -- how could it? -- but at least it shines a light on a major, and majorly terrifying, issue."
m/zero_days,Mike D'Angelo,True,AV Club,Fresh,B-,2016-07-06,"Gibney compiles an extensive montage of apologetic non-answers to his questions; after a while, it starts to seem a shame that another recent film already claimed Stonewall as a title."
m/zero_days,Nell Minow,False,Movie Mom,Fresh,B+,2016-07-07,The most terrifying movie you will see this year.
m/zero_days,Steven Wright,False,Slant Magazine,Rotten,2.5/4,2016-07-07,"Director Alex Gibney does this vital material a disservice, giving it an air of deflated pomposity."
m/zero_days,Stephen Holden,True,New York Times,Fresh,,2016-07-07,"In documentary filmmaking, as in news writing, there is a fine line between irresponsible alarmism and dispassionate reportage. And Mr. Gibney has a proven record of tiptoeing to the edge without going too far."
m/zero_days,Kyle Smith,True,New York Post,Fresh,3/4,2016-07-07,Gibney delivers plenty to think about - and fear.
m/zero_days,Brian Orndorf,False,Blu-ray.com,Rotten,C,2016-07-07,"As critical as the message is in ""Zero Days,"" Gibney is just going through the motions here, with this feature adhering closely to his formula, becoming more of a lecture than a warning siren."
m/zero_days,Joe Morgenstern,True,Wall Street Journal,Fresh,,2016-07-07,"You'll want to see ""Zero Days""-just not when you're counting on a good night's sleep a few hours later."
m/zero_days,Justin Chang,True,Los Angeles Times,Fresh,,2016-07-07,"The future is now, Gibney's documentary persuasively argues, and what it holds for all of us is as scary to contemplate as it may be impossible to ward off."
m/zero_days,Joey Nolfi,True,Entertainment Weekly,Fresh,B,2016-07-07,"An ideal movie for Internet conspiracy theorists displeased with the powers that be, though Gibney deserves credit for doing more than just fanning the flames of paranoia."
m/zero_days,Ann Hornaday,True,Washington Post,Fresh,3/4,2016-07-07,"The Stuxnet story finally plays out like a twisty summer espionage thriller, with Gibney amping up that drama with sleek digital imagery and a foreboding musical score."
m/zero_days,Rex Roberts,False,Film Journal International,Fresh,,2016-07-07,"Alex Gibney sounds the alarm on cyber-warfare with this compelling, disturbing documentary that employs state-of-the-art graphics and innovative dramatic feints."
m/zero_days,Roger Moore,False,Movie Nation,Fresh,3/4,2016-07-07,Fascinating film that doesn't blemish Gibney's peerless reputation as a cinematic truth-teller and dogged investigative journalist.
m/zero_days,Soren Andersen,True,Seattle Times,Fresh,3.5/4,2016-07-07,It's a detective story. It's a spy thriller. It's a cautionary tale. And it's true.
m/zero_days,Mark Feeney,True,Boston Globe,Fresh,3/4,2016-07-07,"This is a world very few of us have familiarity with, which makes it all the more fascinating to learn about."
m/zero_days,Mick LaSalle,True,San Francisco Chronicle,Rotten,2/4,2016-07-07,The film is a two-hour investment and the rewards are a handful of facts and ideas that could have been expressed in half that time. But those who want more detail will find it here.
m/zero_days,Sam Adams,True,TheWrap,Fresh,B,2016-07-08,"Gibney's movies are professional and solidly executed, informative if you go in underinformed but rarely surprising or aesthetically noteworthy."
m/zero_days,David Fear,True,Rolling Stone,Rotten,2.5/4,2016-07-08,Zero Days is ... under attack from little stylistic worms that threaten to turn an otherwise solid doc on the evil that 21st-century hackers do into a hack job.
m/zero_days,James Verniere,False,Boston Herald,Fresh,A-,2016-07-08,"Another piece of investigative-journalism cinema from Alex Gibney. Talky and too long, but also terrifying and gripping."
m/zero_days,Chuck Wilson,True,Village Voice,Fresh,,2016-07-08,"Since no terrorist group or nation state has ever claimed credit for Stuxnet, Gibney can only hypothesize about its origins, but he makes an alarmingly lucid (if circumstantial) case for the culpability of the United States and Israel."
m/zero_days,Matthew Lickona,True,San Diego Reader,Fresh,3/5,2016-07-08,"Don't be distracted by the ominous score, the layered displays of code, the juxtaposition of bursting balloon and mushrooming cloud; that's just (alarm) bells and whistles."
m/zero_days,Peter Rainer,True,Christian Science Monitor,Fresh,,2016-07-08,"By necessity, far more questions than answers are raised in Zero Days. All of the questions and answers are troubling."
m/zero_days,Godfrey Cheshire,True,RogerEbert.com,Fresh,4/4,2016-07-08,"Easily the most important film anyone has released this year, it is a documentary that deserves to be seen by every sentient citizen of this country - and indeed the world."
m/zero_days,Kurt Loder,False,Reason Online,Fresh,,2016-07-08,"A techno-horror story of the sort the late Michael Crichton might have come up with -- but here the horror is real, not speculative, and it's still out there, lurking."
m/zero_days,Anders Wright,False,San Diego Union-Tribune,Fresh,2.5/4,2016-07-08,"Though Stuxnet was introduced to the world in 2010, in many ways ""Zero Days"" could not be more timely ..."
m/zero_days,Al Alexander,False,The Patriot Ledger,Fresh,B+,2016-07-09,Flawlessly spins what could have been a tech-talk heavy bore into an enthralling espionage thriller
m/zero_days,Jason Bailey,False,Flavorwire,Fresh,,2016-07-09,"This is no dry position paper; he paces 'Zero Days' like a thriller, and a relentless one, throwing maps, graphics, context, and information at us with intensity and urgency."
m/zero_days,Stephen Silver,False,EntertainmentTell,Fresh,3.5/5,2016-07-11,"Very illuminating, and has most of the strengths and weaknesses present throughout Gibney's work (Splice Today)"
m/zero_days,Christopher Campbell,False,Nonfics,Fresh,4/5,2016-07-11,"Alex Gibney's most thrilling, chilling and fulfilling film in years."
m/zero_days,Glenn Dunks,False,The Film Experience,Fresh,B+,2016-07-12,"While it lacks the pop fancies that made Going Clear: Scientology and the Prison of Belief such a success, Zero Days is Gibney's best documentary in years."
m/zero_days,Michael Sragow,False,Film Comment Magazine,Rotten,,2016-07-12,"Gibney is surely right in calling for open and informed debate about cyber warfare, but his own movie lacks transparency and persuasiveness. What a terrible moment for this director to go unclear."
m/zero_days,Chance Solem-Pfeifer,False,Willamette Week,Fresh,A-,2016-07-13,"For many viewers, this will be crucial viewing from the technological and military frontier."
m/zero_days,Nick Schager,False,The Daily Beast,Fresh,,2016-07-15,"Zero Days makes clear that we're already enmeshed in this terrifying new cyber-reality. And unfortunately for us all, we'll need more than John McClane to help avert forthcoming global disaster."
m/zero_days,Sean P. Means,False,Salt Lake Tribune,Fresh,3/4,2016-07-15,"StuxNet may have worked to slow down Iran's nuclear ambitions, but it also opened up a Pandora's Box of issues about how cyberwarfare is conducted, issues that can't be debated because of the terrifying secrecy around them."
m/zero_days,Marc Savlov,False,Austin Chronicle,Fresh,4/5,2016-07-21,"Unnerving and likely to give viewers some bitter food for thought, Zero Days is Gibney's most important work yet."
m/zero_days,Frederic and Mary Ann Brussat,False,Spirituality & Practice,Fresh,5/5,2016-07-22,An incredibly important documentary tracing the opening salvos of cyberwarfare which have been shrouded in secrecy.
m/zero_days,Chris Barsanti,False,Medium,Fresh,,2016-07-27,...a prescient warning for the new world of conflict we are blundering into without so much as a flashlight.
m/zero_days,Todd Jorgenson,False,Cinemalogue,Fresh,,2016-07-30,"... becomes too dense with its historical context and geeky code talk, yet with regard to broader issues, the even-handed approach makes the impact more provocative."
m/zero_days,Travis Johnson,False,FILMINK (Australia),Fresh,,2016-10-13,...laying bare a hidden technological arms race...
m/zero_days,Margaret Spillane,False,The Nation,Fresh,,2016-10-24,The visual intelligence at work everywhere in Zero Days allows a picture necessarily built on talking heads and streams of code to be surprisingly beautiful.
m/zero_days,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2016-11-20,Provocative and unsettling documentary thriller on cyberwar.
m/zero_days,Robert Roten,False,Laramie Movie Scope,Fresh,B,2016-12-02,Cyber warfare policy is clearly a very complex issue. Director Alex Gibney makes a convincing argument that it is time for this to be brought out into the open so it can be fully examined and discussed.
m/zero_days,Craig Mathieson,False,The Sunday Age,Fresh,3/5,2016-12-09,"[Gibney's] reveal is that one nation altered the [Stuxnet] code, which revealed it to other countries, which are now growing their unchecked cyber warfare capabilities."
m/zero_days,Nigel Andrews,True,Financial Times,Fresh,4/5,2016-12-29,"Gibney's new cyber-war documentary brilliantly unpacks the story behind the Stuxnet virus, created by the CIA and US government to sabotage the Iran nuclear programme."
m/zero_days,Kelly Vance,False,East Bay Express,Fresh,,2017-01-01,"It's open-ended, challenging, and may keep you awake at night. What better recommendation for outrage junkies?"
m/zero_days,Geoffrey Macnab,True,Independent (UK),Fresh,4/5,2017-01-04,Gibney plays up the thriller elements of his story.
m/zero_days,Kate Muir,True,Times (UK),Fresh,3/5,2017-01-05,"This documentary might be better titled Day Zero, because it features a doomsday scenario in which cyberwarfare shuts down the electricity grids and other networks of entire countries, using computer malware."
m/zero_days,David Kettle,False,The Arts Desk,Fresh,5/5,2017-01-06,"It's a dense, demanding film, but Gibney's Zero Days is an urgent warning, and an exceptional investigative documentary."
m/zero_days,Wendy Ide,False,Observer (UK),Fresh,3/5,2017-01-08,Be very afraid.
m/zero_days,Matthew Anderson,False,CineVue,Fresh,3/5,2017-01-08,A chilling expose of state-sponsored cyber warfare and the enemy within.
m/zero_days,Ken Eisner,False,Georgia Straight,Fresh,,2017-01-11,The two-hour movie makes it disturbingly clear that our dependence on wired communication and integrated controls has left the whole planet vulnerable to countless manipulations.
m/zero_days,MaryAnn Johanson,False,Flick Filosopher,Fresh,4.5/5,2017-01-12,Fascinating and horrifying. A gripping detective story and an impassioned call for public debate over terrifying weapons that have already been loosed.
m/zero_days,Andre Teh,False,The Straits Times (Singapore),Fresh,4/5,2017-03-08,"Zero Days is more than just, as a source puts it, ""a cool spy story"". It is also a cautionary tale of the dangers of secrecy and a clarion call for an honest discussion on cyber weapons and their lethal potential."
m/zero_days,Peg Aloi,False,Arts Fuse,Fresh,,2017-08-08,Alex Gibney's powerful documentary looks closely at some recent examples of malware designed to wreak havoc worldwide.
m/zero_days,Kristen Lopez,False,Spectrum Culture,Fresh,3/5,2017-11-20,"It's remarkable how Gibney packs complex, jargon-heavy ideas into a neat package."
m/zero_days,Daniel Krauze,False,El Financiero,Fresh,,2017-12-30,Urgent [and] necessary. [Full review in Spanish]
m/zero_days,John Powers,False,NPR's Fresh Air,Fresh,,2018-05-17,"Filled with juicy historical tidbits, it keeps expanding its frame of reference to reveal one of the looming, but invisible threats of the digital age."
m/zero_days,Eddie Falvey,False,One Room With A View,Fresh,4/5,2019-03-09,"A potent reminder of the unseen threats that face the world today. You'll need a stiff drink after, but that shouldn't discourage you from seeking out this sobering, powerful, and absolutely vital film."
m/zero_days,Erin Blackwell,False,Bay Area Reporter,Fresh,,2020-06-10,"Well-researched, meticulously edited, densely informative, Zero Days is utterly riveting as visual display and thoroughly mind-boggling as techno-military history."
m/zero_effect,,True,Entertainment Weekly,Rotten,C+,1997-06-01,
m/zero_effect,Roger Ebert,True,Chicago Sun-Times,Fresh,3.5/4,2000-01-01,"This is one of those movies that creeps up on you, insidiously gathering power. By the end, I was surprised how much I was involved."
m/zero_effect,James Berardinelli,True,ReelViews,Rotten,2.5/4,2000-01-01,It turns out to be disappointingly ordinary.
m/zero_effect,Ruthe Stein,True,San Francisco Chronicle,Rotten,2/4,2000-01-01,"Kasdan is onto something, but he needs to develop it. If he tries to bring Daryl Zero back for a sequel, maybe he'll have a better idea of what to do with his eccentric private eye."
m/zero_effect,Michael Dequina,False,TheMovieReport.com,Fresh,3/4,2000-01-01,An intriguing character study of its protagonist disguised as a conventional comic mystery.
m/zero_effect,Ed Kelleher,False,Film Journal International,Fresh,,2000-01-01,Has enough shrewd humor to keep an audience interested.
m/zero_effect,Janet Maslin,True,New York Times,Fresh,2.5/4,2000-01-01,Both Mr. Pullman and the slyly restrained Mr. Stiller keep their characters entertaining even when Mr. Kasdan's interest is elsewhere.
m/zero_effect,Christopher Null,False,Filmcritic.com,Fresh,4/5,2000-01-01,
m/zero_effect,Jack Garner,False,Rochester Democrat and Chronicle,Fresh,8/10,2000-01-01,
m/zero_effect,Madeleine Williams,False,Cinematter,Fresh,3/4,2000-01-01,
m/zero_effect,Elias Savada,False,Nitrate Online,Fresh,3.5/4,2000-01-01,This hip blend of Sherlock Holmes and Howard Hughes is an offbeat suspense comedy.
m/zero_effect,Steve Davis,False,Austin Chronicle,Rotten,2/5,2000-01-01,"Zero Effect is by no means a disastrous debut, but it does make you wonder what the guy might accomplish in his sophomore try."
m/zero_effect,JoBlo,False,JoBlo's Movie Network,Rotten,5/10,2000-01-01,
m/zero_effect,Brian Webster,False,Apollo Guide,Fresh,81/100,2000-01-01,"If Zero Effect is an indication of Jake Kasdan's promise as a filmmaker, he deserves to be enthusiastically watched..."
m/zero_effect,Susan Stark,True,Detroit News,Fresh,3/4,2000-01-01,
m/zero_effect,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B,2000-01-01,Zero Effect had a light-heartedness that was endearing.
m/zero_effect,Ted Prigge,False,rec.arts.movies.reviews,Fresh,3.5/4,2000-01-01,
m/zero_effect,Elizabeth Williams,True,Salon.com,Rotten,,2000-01-01,"Try as it might, ""Zero Effect"" just doesn't amount to much."
m/zero_effect,Barbara Shulgasser,False,San Francisco Examiner,Fresh,,2000-01-01,It is owing entirely to Kasdan's ability as a writer and his sharp and restrained style as a director that the movie comes together nicely in the end.
m/zero_effect,MaryAnn Johanson,False,Flick Filosopher,Fresh,9/10,2000-01-01,
m/zero_effect,Robert Roten,False,Laramie Movie Scope,Fresh,10/10,2001-01-01,
m/zero_effect,Karina Montgomery,False,Cinerina,Fresh,4.5/10,2001-06-14,"It's very humorous, my companions and I had a great time, and it's interesting. Sorry to be so brief, I'm trying to add a little mystery here!"
m/zero_effect,Frederic and Mary Ann Brussat,False,Spirituality & Practice,Fresh,,2002-03-01,A nifty psychological thriller that puts a few new twists on the well worn detective genre.
m/zero_effect,Tom Meek,False,Boston Phoenix,Rotten,,2002-03-24,"The younger Kasdan stages each scene handsomely, but as a writer he stretches potentially witty snaps into disagreeably languorous melodrama."
m/zero_effect,Christine James,False,Boxoffice Magazine,Fresh,,2002-06-05,"The wryly intelligent, creative script serves the story, the characters and the actors well, never disappointing in ingenuity or opportunities for uncanny comic timing."
m/zero_effect,James E. Laczkowski,False,Hollywood Bitchslap,Fresh,A,2002-07-20,"One of the most special films of the late 90s. Not since ""Sneakers"" has their been such a surprising sleeper quite like this."
m/zero_effect,Jeffrey Westhoff,False,"Northwest Herald (Crystal Lake, IL)",Rotten,0/5,2002-09-03,
m/zero_effect,,False,Film Threat,Rotten,2.5/5,2002-12-08,
m/zero_effect,Rob Blackwelder,False,SPLICEDWire,Rotten,2/5,2002-12-09,
m/zero_effect,Linda Cook,False,"Quad City Times (Davenport, IA)",Rotten,1/5,2002-12-18,
m/zero_effect,Darrin Keene,False,Film Threat,Rotten,2/5,2003-02-04,
m/zero_effect,Frank Swietek,False,One Guy's Opinion,Rotten,2/5,2003-02-10,
